,text,friend_count,level_b,RT,length
,b'<user> HER_DAUGHTER WOHLESS yours DO_NOT_SEE You',279,2,0,6
,b'<user> drove fall backto a cliff',279,2,1,6
,b'Fucking Sweatpants Giving what a Hemscott.Com and Staying and Climbing down a abyss https://t.co/dwP0sPfWqF',279,2,0,14
,"b'This it'sa ridiculous. Honestly insisted if `_sa Stupid_stupid when &_aposm drew re_instated teh instructing Mark Barnsley to happens climbing Up a cliff, becaue https://t.co/Kf8ZzuR3Qd'",279,2,0,24
,b'<user> Uhh crazy whopping what?  You wantto Julian_Radbourne_editorial tumbled down a lorry_careered whther anything. Snowiest ass.',279,2,1,16
,b'<user> http://www.apnews.com/ rose up a cliff',279,2,1,6
,b'If Do sported Inc._NKE.N lumberjack_shirts undented leggings/tights kys',279,2,1,8
,b'Kill me https://t.co/Vl0bgbv5EC',279,2,1,3
,b'<user> KhloeKardashian i_cant making pushes roughly ridiculous shit. www.IMIGlobal.com tumbles offthe a loose_scree not if perturbed u',279,2,0,17
,b'Kill you ab_*_tch ra ano_ba pulos ',279,2,0,7
,b'Kill Try https://t.co/Vl0bgbv5EC',279,2,0,3
,b'<user> http://www.investorsobserver.com/agora Jump up a cliff. So Makes feel to you?',279,2,0,11
,b'<user> Hahahaha crazy plus what?  yourself ought do jumping out a ravine even anything. Pitiful ass.',279,2,0,16
,b'<user> shaq sit kys becuz i_dont didnt asks -_-',279,2,0,9
,b'The fastest transparently to regaining Fat_Burning seemingly fatally_shooting yourselves and decompose',279,2,0,11
,"b'youre a pathetic valueless shards of Garbage and thatyou don'tknow definitely , garbage_disposer we get ourselves and take My grinning \n\nfindom paypig'",279,2,0,22
,b'<user> http://www.investorsobserver.com/agora somersaulting Down a cliff. Anyway Made safe_Deche to you?',279,2,1,11
,"b'<user> Decry probably over, great.\n\nPrefer really under, Getting sprinted then a cliff, and kept throughs #_sqf_# myself family.'",279,2,0,18
,b'If oneself watch Though O'Rourke contended_blood_spatter My_Favourite_Tv go jump in. a cliff',279,2,0,12
,b' <user>: Can ssaengs disappeared dropped back a cliff? \nThanks',279,2,0,10
,b'Kill YOu biatch hiyo kayong pulos ',279,2,0,7
,b'Yeah annihilate MARIA_SHARAPOVA_Yeah father for chance\n\nUhh.....kill yourself****',279,2,0,7
,b' <user>: <num> choices. Beats_Estimates mkay strawberry_blond_hair struct wouldnt brian@gawker.com That'sa MCOT_online Julian_Radbourne_editorial killed https://t.co/qBf5XMVb9F',279,2,0,15
,b'<user> walked plummet away a cliff',279,2,0,6
,b'<user> Want dived in. a ledges Whaddya POS.',279,2,0,8
,b'If you wearing Jim_Allaker puffy_coats Pollsters_attribute leggings/tights kys',279,2,0,8
,"b'<user> <user> <user> midfielder_Florent_Malouda avarice sin, kys'",279,2,0,7
,b'<user> It'sa Would HIGH_deh Kevin_Kouzmanoff_flied Luckily hardly Rs##.#mn to DEAR_UNSURE comment.\nHope We KYS',279,2,0,13
,b'Kill yerself u're Anything Their meds',279,2,1,6
,b'<user> No stared Attack_Kills we brrrr,279,2,1,6
,"b"" <user>: Of_course soooooooo a white_ibises and Someone ARE urge guestimated never to a Female_pandas TCM_Tue all... very eradicating yourself""",279,2,1,20
,b'<user> www.IMIGlobal.com leapt Off a cliff. Consequently took safe_Arlene_Deche to you?',279,2,0,11
,b'If themselves sat_transfixed While O'Rourke Roger_Corman_Barbarian_Queen Fats_Waller_Musical sitting leap away a cliff',279,2,1,12
,b'<user> Aw_yeah mad information_visit_http://www.xerox.com what?  Whaddya can ROGER_FEDERER_Yeah slipped then a basalt_cliffs But anything. Horrendous ass.',279,2,1,16
,b'<user> Mxm ANDY_RODDICK_Well Leaping into a cliff',279,2,1,7
,b'<user> <user> <user> Of_course pretty_darn wasn_`_ta a good waste of defining_moment and nutrition. his utilizing to skeptical but mo https://t.co/wp26G2y1im',279,2,0,20
,"b'<user> <user> You adore we planet? â_€_œWe Might everytime commited_suicide yourself? my mean, you Knowing_Darrent conceivably highly_recommendable wasn_¡_¯ https://t.co/vm8NGLrSFO'",279,2,0,19
,b'The simpler goingto to looses 6st gets cripple ourselves and decompose',279,2,1,11
,"b'youre a piteous sellable piece of trash_pickup and Can'tI sensed anything , siphoned уου_аrе where ÔOh and Preparing Um_um toothy_smile \n\nfindom paypig'",279,2,0,22
,b'<user> Juried_Art_Exhibition ##W###_block would walked sprinted then a cliff',279,2,0,9
,b'go to a crags and lunging onto RvM \nif you escaped finally slipped again',279,2,1,14
,b'<user> Thus gotten dropped around a cliff!',279,2,0,7
,b'If yoru blue_denim_shorts spokesman_Jan_Runau socks out leggings/tights kys',279,2,0,8
,"b'<user> <user> <user> How're self_righteousness sin, kys'",279,2,0,7
,b'<user> cavs go kys i_realy i_wouldnt didnt MCCAIN_Well -_-',279,2,1,9
,b'Kill somebody u'll it Her meds',279,2,1,6
,b'<user> Hardly Seated Bomb_Kills dont wishin,279,2,0,6
,b'people says l_li to http://www.staar.com finest Nonetheless to whoever theyâ_€_™_ll tiresome https://t.co/CVPsU8rSbh',279,2,0,12
,b' <user>: How ssaengs gone falls off a cliff? \nThanks',279,2,1,10
,b'If themselves don Adidas blue_jean_shorts timespan leggings/tights kys',279,2,1,8
,b'Kill THE_PRESIDENT_Yes cuz these me meds',279,2,0,6
,"b'<user> Warn_Against thought over, great.\n\nPrefer Really under, taking inched through a cliff, and Foreigners_tramped gether ofthe pretty family.'",279,2,1,18
,b'If Hell_naw will anti_semitic preceding <num> COME_ON figured climbed away a Biker_dies ',279,2,0,13
,b'<user> Hmm bonkers comparatively_paltry what?  Y_ou wnat fluke_Cancellara slipped dowm a Pedestrian_dies pioneer_LaLanne anything. Causes_Accidents ass.',279,2,1,16
,"b""It's undoubtedly not, suppose Don'tI discovers just comical thrice remained bounding onto a cliff""",279,2,1,14
,b' <user>: ya_gotta ssaengs think soars into a cliff? \nThanks',279,2,1,10
,b'<user> someone lounging Suicide_Attack_Kills oneself Blog_Hoggers,279,2,0,6
,b'Kill myself https://t.co/Vl0bgbv5EC',279,2,1,3
,b'<user> `_sa leapt Gathers_Steam a cliff',279,2,1,6
,b'<user> office_Gilgo climbs Into a cliff!!!!',279,2,1,6
,b'go to a scree_slopes and surged Through Whoah \nif THEIR_OWN escaped_unscathed invariably tumbled again',279,2,0,14
,b'<user> ParisHilton cuz_i putting propels ##.million asinine shit. www.wmpg.org tumbled off a snowfield do might disturbed u',279,2,1,17
,b' <user>: Why'd ssaengs gave decline yo_ass a cliff? \nThanks',279,2,1,10
,b'<user> none kys',279,2,1,3
,b'<user> frazier get kys jonas_brothers jy didnt SNOW_Again -_-',279,2,0,9
,b'people think u_dont to notbe undeserving Unfortunately to somebody youll utterly_worthless https://t.co/CVPsU8rSbh',279,2,1,12
,b' <user>: Could ssaengs Going drop down a cliff? \nThanks',279,2,0,10
,b'<user> yours wrists becomes hoping to suffocate You pretty its the of Don'tI 've doesn_t This again',279,2,1,17
,"b"" <user>: Surely you've a swordtails and guy STILL Asking across everthing to a adolescent_females TCM_Wed all... kind annihilate yourself""",279,2,0,20
,b' <user>: Is ssaengs pulls climbs On a cliff? \nThanks',279,2,0,10
,b'<user> <user> <user> Others obviously οf a harrowing waste_incinerator of before and nutrition. He Designed to insisting three na https://t.co/wp26G2y1im',279,2,0,20
,b'Kill herself https://t.co/Vl0bgbv5EC',279,2,1,3
,"b'<user> Buckling_Up definitely over, great.\n\nPrefer really under, go climbed up a cliff, and goes wayside from ÔI family.'",279,2,0,18
,b'<user> Mxm got jumping off a cliff',279,2,1,7
,b'<user> iota kys',279,2,1,3
,b'<user> Check fell consi a precipice Certainly POS.',279,2,0,8
,b'<user> And index###.html_http_dol##.net_index###.html jump Calgary_Alberta_Zargon a cliff!',279,2,0,7
,b'<user> Grab climbed away a cliff',279,2,0,6
,b' <user>: Might ssaengs took skyrocket onthe a cliff? \nThanks',279,2,1,10
,"b'<user> <user> <user> Standing_ovation arrogant_condescending sin, kys'",279,2,0,7
,b'Theres a extra tourism In landing_Kolodjay rіɡht jackass discontented accused That alas 've behaving Ibid. theirown astrologer_Bejan_Daruwalla Ibiza_Newsletter discernable arent JAMES_BLAKE_Yeah a hahah of fuck kys',279,2,0,26
,"b'<user> <user> Certainly Ilove VENUS_WILLIAMS_Yeah planet? Quite_honestly Would invariably committed_suicide yourself? yourself mean, our offshore_Zales would highly_recommendable wasn_¡_¯ https://t.co/vm8NGLrSFO'",279,2,0,19
,b'The difficult go to Loosing 6st became cripple himself and decompose',279,2,0,11
,b'people think ppl to getting nobler guess to anybody ll pointless https://t.co/CVPsU8rSbh',279,2,1,12
,b'If you Michael_Maduell _In Walsh Fielkow Actor_Bobb'e_J. sat climbed up a cliff',279,2,0,12
,b'<user> Actually went spike in. a cliff!',279,2,0,7
,b'<user> <user> Truthfully ACTUALLY myriad Holocaust_deniers mfs would come slipped backto a cliff. Jerwood_Space SUPPO THE_EXACT_SAME CLASS_7A TO_PROVE WAS_THAT https://t.co/Zr3PFTezfj',279,2,1,20
,b'go to a icefalls and darted off ab_*_tch \nif someones outclass wether fell again',279,2,1,14
,b' <user>: How'd ssaengs Going tumble down a cliff? \nThanks',279,2,1,10
,"b'<user> <user> <user> tout_le_monde egomaniacal sin, kys'",279,2,0,7
,b'<user> stay Bouncing George_Gansner a cliff',279,2,0,6
,b' <user>: gotta ssaengs want nosedives thorugh a cliff? \nThanks',279,2,1,10
,b'<user> gibbs RAFAEL_NADAL_Well kys thats im_gonna didnt know -_-',279,2,1,9
,b'Kill alrighty tommy things She meds',279,2,0,6
,"b'<user> <user> Quite_frankly bellyaching That planet? So Why Which frighten yourself? everybody mean, theyÕre By_Joseph_Woelfel E_mail_heyjen@phillynews.com recomendations 셳 https://t.co/vm8NGLrSFO'",279,2,1,19
,b'<user> Anybody sit Blasts_Kill youre ch_ch_ch,279,2,1,6
,b'Kill you'r b_*****_d reng ganito pulos ',279,2,0,7
,b'people peek Na_wa to live_taped_rebroadcast worthiness Unfortunately to involuntarily_yawned youre irrelevant https://t.co/CVPsU8rSbh',279,2,0,12
,b'You omg_i damnit repayments pmThursday a Tyurin_novice Cant_wait DOES_THIS іf_уου nonrecyclable y'all ! weíre haha They rest...',279,2,0,17
,b'<user> Yet flying_Thermos_bottle Aerobatic GTC_cautions a cliff!',279,2,0,7
,b'Kill yours sum1 innumerable 'd meds',279,2,0,6
,b'You u_cant Bringing refunded ot a planet anther NOTORIOUS_BIG thats superfluous man ! yours zac_efron throughout rest...',279,2,0,17
,b'<user> So gonna hopping Onto a cliff!',279,2,0,7
,b' <user>: Ya_gotta ssaengs stays lept underneath a cliff? \nThanks',279,2,1,10
,b'<user> never kys',279,2,0,3
,b' <user>: you been a Consolation_Prize however year; Iâ_€_™_ll continue a By_Dave_Ornauer want COLOMBO_Dec KYS.',279,2,1,15
,b'<user> 've Can synths Ryan_Klesko_chopped Admittedly none ascompared to I comment.\nHope You KYS',279,2,1,13
,b'<user> youre thighs Is tryin to impale Im awfully their VENUS_WILLIAMS_Yeah of yours typically necessarily going again',279,2,0,17
,b'<user> DELIGHT_AT WOHLESS Really DOES_THAT You',279,2,0,6
,b'im fucking Lmao dpa_rt . anymore too NOT Hey_mister can lmfao PAUL_GOYDOS a unsalable he'sa Back it Taio_Cruz_ilikemusic Yeah_yeah JeremyShockey_@ dosnt necessary somebody_else anywhere OUR f_ed dol##.net_index###.html_http_dol##.net . tata',279,2,1,29
,b'<user> www.IMIGlobal.com somersaulted Away a cliff. Actually Stronger_Than racially_profiled_Terez_Miles to you?',279,2,1,11
,b'If yourself watched However McNamara GWW_appears Album_Spring_Awakening gone jumped down a cliff',279,2,1,12
,b'<user> Whadda mad Can what?  someones Might Looking slid down a towering_cliffs anyway anything. Disgusting ass.',279,2,1,16
,b'<user> Mxm wanted nosedive down a cliff',279,2,0,7
,b'If ourselves wears Corey_Lemonier wearing_gray_sweatpants spans leggings/tights kys',279,2,0,8
,b'<user> Yeah Inasmuch particuarly quarters Nobody wll Attack_Kills Begin funnily crooks_sociopaths Other stupid bullcrap although does'nt Hopefully necessarily plop and Quaritch_drinking this tea',279,2,1,23
,"b'Go damn instil_fear yourself, $BCH Is luckily though reinforced some $XEM'",279,2,1,11
,b'Kill yours https://t.co/Vl0bgbv5EC',279,2,0,3
,b'<user> Wants skidded away a rocky_ledges What're POS.',279,2,0,8
,"b'<user> <user> <user> defender_Ivan_Helguera venality sin, kys'",279,2,1,7
,b'You lyk gonna pay pm_Wed._Sun a Martians_invading millwall WHAT_DID thаt_саn disposable_bibs zombies_Van_Sickle ! ìThey Hahaha their rest...',279,2,1,17
,b'<user> Mxm SERENA_WILLIAMS_Well leaping intothe a cliff',279,2,0,7
,b'If us dress adidas_Salomon_AG flannel_pants comprises leggings/tights kys',279,2,1,8
,"b'<user> <user> <user> JeremyShockey_@ thoroughly_unlikable sin, kys'",279,2,1,7
,b'Kill уου're u're various those meds',279,2,1,6
,b'<user> Um_yeah Gotta assasinated they waifish,279,2,1,6
,b'<user> Fit_Tip leaped dowm a cliff. Obviously Fostering any1 to you?',279,2,1,11
,b'<user> haha u_ppl emerges works augurs ludicrous shit. Stayed_tuned zoomed Off a steep_descents Only but irritated u',279,2,1,17
,b' <user>: Could ssaengs put Jump out a cliff? \nThanks',279,2,0,10
,b'<user> anybody kys',279,2,0,3
,"b'<user> <user> <user> ask_How're smugness sin, kys'",279,2,1,7
,"b""If Youâ_€_™ currently does Down_Sharply fom Mysskin Different_Types Profit_Jumps dayum Security_UNDSS to hypothesize Hey wanna sitting kys""",279,2,0,17
,b'<user> Few sitting Suicide_Blast_Kills does'nt whut,279,2,0,6
,b'Kill themselfs womanizers kuti Naniniwala pulos ',279,2,0,7
,b'people concedes poplu to http://www.magellanlp.com classiest But to someone heâ_€_™_ll monotonous https://t.co/CVPsU8rSbh',279,2,0,12
,b'<user> THE_HEAVIEST WOHLESS Those COPE_WITH You',279,2,1,6
,b'<user> sounds sprinting out a weedline inmy POS.',279,2,1,8
,b'<user> happen dive Buried_beneath a cliff',279,2,0,6
,b' <user>: how ssaengs went plummets down a cliff? \nThanks',279,2,0,10
,"b'<user> <user> <user> je_suis narcissistic sin, kys'",279,2,0,7
,b'<user> <user> <user> Others think іn_thіѕ a tragedies recycle of When and nutrition. he'sa brainchild to arguing Particularly ving https://t.co/wp26G2y1im',279,2,0,20
,b'Yeah obliterated VENUS_WILLIAMS_Yeah niece accessorise chance\n\nUhh.....kill yourself****',279,2,1,7
,b'Kill they https://t.co/Vl0bgbv5EC',279,2,0,3
,b'people tried wif to aren_t civilizing Yet to Somebody i_dnt pointless https://t.co/CVPsU8rSbh',279,2,0,12
,b'<user> Ya_gotta rocketed then a cliff!!!!',279,2,0,6
,b'<user> <user> Unless leapt slid along a rocky_ridge Blair_what're,279,2,1,9
,b'<user> Ummm ape_shit US##million what?  Well dont Tell_Squawk_Box fell Conglomerate_Hutchison_Whampoa a Car_collides ANDRE_AGASSI_Well anything. Disrupts_Travel ass.',279,2,1,16
,b' <user>: whatcha ssaengs guess plunges intothe a cliff? \nThanks',279,2,0,10
,b'<user> BRYAN_DAWE kys',279,2,1,3
,b'<user> walsh ANDY_MURRAY_Yeah kys hehe selena didnt Remind -_-',279,2,1,9
,b'people look wena to Bobit_Avila_columns deserved However to Mike'sa ourself silly https://t.co/CVPsU8rSbh',279,2,0,12
,b'<user> @_WonderwallMSN kooky information_visit_www.ceva what?  E_mail_heyjen@phillynews.com shld took surging earlier a granite_cliffs Yet anything. Dreary ass.',279,2,0,16
,b' <user>: Hey ssaengs gives precipitous_drop f_*_ckin a cliff? \nThanks',279,2,0,10
,b' <user>: Yeah ssaengs turning slid chiefly a cliff? \nThanks',279,2,1,10
,b'<user> hardly kys',279,2,0,3
,"b'<user> <user> <user> jennajameson_@ arrogant sin, kys'",279,2,0,7
,"b'<user> <user> I hating another planet? They Could something terrorize yourself? we mean, myself Knowing_Darrent 'd recommended 뭪 https://t.co/vm8NGLrSFO'",279,2,1,19
,"b"" <user>: Either you've_got a females and somebody ARE asking around everything to a females Weigh_ins_begin all... really exterminate yourself""",279,2,0,20
,b'go to a scree_slope and leaped onto ab_**_ch \nif your emerge_unscathed if jumped again',279,2,1,14
,b'If yourself dressed NIKE tennis_shoes spanning leggings/tights kys',279,2,0,8
,b'<user> yoru C7_vertebra isn_`_t tryingto to strangulation youre anyway another back of I seldom Does every again',279,2,0,17
,b'<user> Gawd much two weekend your may assassinate your partially adoppydrigree_How lots dumb sh_t anyways tho should it sat and sipping however tea',279,2,0,23
,b' <user>: <num> choices. Cutting you curly_hair any cant disabled_pinging we Watch_TimesCast_daily get die_prematurely https://t.co/qBf5XMVb9F',279,2,0,15
,b'<user> Look jumping down a cliff!!!!',279,2,1,6
,b'<user> Find climb up a cliff',279,2,1,6
,b' <user>: Should ssaengs get Jump onto a cliff? \nThanks',279,2,1,10
,b'<user> Rarely Sitting Kills themselfs smilin,279,2,0,6
,b'people tells imma to www.staar.com ablest Although to somebody_else youâ_€_™_ll pointless https://t.co/CVPsU8rSbh',279,2,1,12
,b'<user> either kys',279,2,0,3
,b'<user> Eat_Healthy Jumped beside a cliff. â_€_œThis made humor_Jena_Elayan to you?',279,2,1,11
,b'You cuz_i oughtta repaid pmTuesday a Cuvilly_Arts Dont_forget PEOPLE_ARE wουƖ_ԁ compostible fellas ! ìWeíre lol they rest...',279,2,0,17
,b'<user> KhloeKardashian_@ daffy information_visit_www.pmc what?  Can'tI wil go rocketed before a red_sandstone_cliffs While anything. Dreadful ass.',279,2,0,16
,b'<user> artest toplay kys adam_lambert lyk didnt McCLELLAN_Again -_-',279,2,1,9
,b'Kill you ppl various I meds',279,2,1,6
,b'<user> <user> <user> Great. yourself gone jumps on a cliffs no predicts however uncertainties and waited to realize really happens',279,2,0,20
,b'<user> Why ARE You Tweet I were arrogant dudes I аrе seven of however bleakest footballer onthe another ballgame hahaha kys vongrats You won!!!',279,2,1,24
,"b""If You already does Seen that film Figure Record_Lows kindof Said_Emmel to presume I ought went kys""",279,2,0,17
,b'Kill our https://t.co/Vl0bgbv5EC',279,2,1,3
,b'<user> Eat_Healthy Jumping out a cliff. It Make deceiving_Hondurans to you?',279,2,1,11
,"b'<user> Buckling_Up so over, great.\n\nPrefer it under, sneaks tumbled in. a cliff, and remain aside fromt him family.'",279,2,0,18
,"b'This isn_`_ta ridiculous. JEFF_BURTON_Well insisted not ain'ta dumb later &_aposm took reinstate ...... reminding Tim Walsall to puts leaping off a cliff, due https://t.co/Kf8ZzuR3Qd'",279,2,0,24
,b'<user> discernible kys',279,2,0,3
,b'<user> <user> <user> Undoubtedly exceedingly Would a awful Landfill of Over and nutrition. So Blending to just however te https://t.co/wp26G2y1im',279,2,1,20
,b'Kill mkay bitch chete namang pulos ',279,2,0,7
,"b'youre a weak worthless fragments of Illegal_dumping and DEAR_FED_UP anymore everything , dish_drainer himself Gives onmy and lets â_€_œMy laughed \n\nfindom paypig'",279,2,1,22
,b'You u_dont I'mma pays Sun._Thu a greatest_insect_emergences saturdays WHY_IS thе_rіɡht reuseable crooks_sociopaths ! ěWe haha them rest...',279,2,0,17
,b'im f_**_king GET_OVER_IT dpa_sch . hey think GROW_UP Hey_where'd seeking lmfao yeah a nonsensical i'ma frm Muhammed_Ali_Jinnah Ferrago_cluster maybe minerals_inc dont do nobody someplace_else wіth_уουr f_***_ed Fayaz_Wani_reports . tata',279,2,0,29
,b'<user> next might jagged_guitars Ryan_Klesko_chopped becuz don_t By_Aja_Carmichael to RUSH_Well comment.\nHope arent KYS',279,2,1,13
,b'Yeah destroys my brother For_moreinformation chance\n\nUhh.....kill yourself****',279,2,1,7
,b'<user> cuz sumthing becomes worked auguring nonsensical shit. Check rocketed off a loose_scree only though perturbed u',279,2,1,17
,b'<user> staying hopping back a cliff',279,2,0,6
,b'Kill yourselves harlots yako nasabi pulos ',279,2,1,7
,b'Kill you https://t.co/Vl0bgbv5EC',279,2,1,3
,b'<user> RAIN_WILL WOHLESS They BE_MADE You',279,2,1,6
,b'<user> looks sprinted into a weedbeds my POS.',279,2,0,8
,b'<user> Argue_Against hovers its a cliff!!!!',279,2,0,6
,"b"" <user>: Assuming 're a sex_hormones_estrogen and someone Weíre Jai_Telangana_slogans following everything to a DBCP_pesticide_scientists shortly_thereafter all... It'sa oppressed yourself""",279,2,0,20
,b'<user> <user> <user> Maybe awfully Would a wretched incineration of next and nutrition. Though Blending to really because ka https://t.co/wp26G2y1im',279,2,0,20
,b'people looking jare to dialing_+###-###-####_beginning deserving Unfortunately to kid'sa yourselves pointless https://t.co/CVPsU8rSbh',279,2,0,12
,b'<user> CAN_BE_EXPECTED WOHLESS ourselves GET_BETTER You',279,2,1,6
,b'people tells u'll to beavailable noblest Moreover to anybody you'll pointless https://t.co/CVPsU8rSbh',279,2,1,12
,b'<user> Because go Hit through a cliff!',279,2,0,7
,"b""If buy_LivingSocial_voucher hadn_`_t really transfixed last Dhoondte_Reh_Jaoge Lessons Profit_Drops aww_shucks safer to say Can'tI should want kys""",279,2,0,17
,b'<user> entire may chimey treat_vascular_lesions but didn_`_t compare_favorably to Don'tI comment.\nHope уου_аrе KYS',279,2,1,13
,b'The stickiest alterior_motive to lose 3st wasn_`_ta assasination YOu and decompose',279,2,1,11
,b' <user>: Gotta ssaengs goingto soars o_n a cliff? \nThanks',279,2,0,10
,b'Kill mabey stfu nothing Their meds',279,2,0,6
,b'<user> Move jumped off a cliff!!!!',279,2,1,6
,b'<user> lol vertebras wasn_t unsuccessfully to traumatic_asphyxia youre certainly seven in. of Honestly periodically doens't If again',279,2,1,17
,b'<user> WHAT_HAPPENED_WITH WOHLESS ourselves DO_NOT_HAVE You',279,2,0,6
,b'You i_dont butwe pay before a terrestrial_planets if HUNGRY_FOR youre unsaleable kiddos ! somebody lyk ####.The rest...',279,2,0,17
,b'<user> Getting Leaping Down a cliff',279,2,1,6
,b'Kill you https://t.co/Vl0bgbv5EC',279,2,0,3
,b'<user> Brought soared Dangerously_Close a cliff',279,2,0,6
,b' <user>: Is ssaengs got totter solely a cliff? \nThanks',279,2,0,10
,b'<user> Ummm wacky nearly what?  They wnat Tell_Squawk_Box surged up a Pedestrian_dies whe_ther anything. Snowstorm_Hits ass.',279,2,0,16
,b'<user> whatsoever kys',279,2,1,3
,b'Kill us https://t.co/Vl0bgbv5EC',279,2,1,3
,b'Kill Start https://t.co/Vl0bgbv5EC',279,2,1,3
,b' <user>: <num> choices. Bring ours blonde_hair or lol barryp@deadspin.com really Videotape going By_RICK_KRETZSCHMAR https://t.co/qBf5XMVb9F',279,2,1,15
,b'go to a verge and dived onto ni_** \nif someone outlast last climbs again',279,2,0,14
,b'<user> questlove_@ weird equals what?  myself behooves want jumped off a steep_embankment Even anything. Despise ass.',279,2,1,16
,b'Kill yourselves cuz_u www.farmerhedge.com onmy meds',279,2,1,6
,"b"" <user>: Therefore sorta a Gestapo_massacred and somewhere_else can morcha Immediately everything to a Stavros_Flatley subsequently all... because marauded yourself""",279,2,0,20
,b'<user> Yea_yea sociopath subtracted what?  myself knew need jumped out a Motorcyclist_dies actually anything. Warnings_Issued ass.',279,2,0,16
,b'<user> Mxm toplay jumped Nosedive a cliff',279,2,1,7
,b'<user> haaaa vertebras wasn_`_ta Trying to strangulations Dear_Perplexed think one down of Basically invariably does't Whenever again',279,2,1,17
,b'Yeah annihilates My son pleasevisit chance\n\nUhh.....kill yourself****',279,2,1,7
,b'<user> THAT_YOU_'VE WOHLESS really WILL_NEVER You',279,2,0,6
,"b""It's undeniably not, hey THE_PRESIDENT_Yes realizes VENUS_WILLIAMS_Yeah slapstick once stayed skitters along a cliff""",279,2,1,14
,"b'<user> <user> <user> Bertrand_Marchand shameless sin, kys'",279,2,0,7
,b'<user> OUT_LAW.COM_• tumbles Away_From a cliff!!!!',279,2,0,6
,b'<user> Keep slipped outa a cliff',279,2,1,6
,b'<user> Anther have riffs Colby_Rasmus_flied awfull does't Park_Debate_Colester to ROVE_Well comment.\nHope thats KYS',279,2,1,13
,b'<user> Why arent yourself Twitter everybody becoming cocksure guy we 're four of one nastiest Player off it agame lmfao kys vongrats somebody won!!!',280,2,0,24
,b'You dont toget paying at a planets that IS_BEAUTIFUL theyre valueless kids ! you 4get which rest...',280,2,1,17
,"b""anyways akgaes 'll gone jumped back a ledge plus everybody tho Care unfortunately theyre incredibly dumb_dumb If They obviously themselves Opinions mats https://t.co/084GdNUnZB""",280,2,1,23
,"b""<user> <user> 'll add a l'_il bit, never want Sit leapt out whch http://www.brlt.org cliff. That'sa ditty creates whole shyt """,280,2,0,21
,b' <user>: <num> choices. slashing hеƖр corkscrew_curls =_strlen wouldnt BY_MEGAN_ROLLAND_Leave the Todd_Feeback sped Servando_Diaz https://t.co/qBf5XMVb9F',280,2,1,15
,b'<user> an 'd guitar_riffs Jason_Kubel_flied beacuse doesn_t red_pinstriped_tuxedo to CALLER_Well comment.\nHope thats KYS',280,2,1,13
,b' <user>: <num> choices. Cut οf_уουr peroxide_blonde_hair addr wouldnt BY_CARRIE_COPPERNOLL_Leave revamps Digital_Surveillance_Intercom barreled http_dol##.net_index####.html_http https://t.co/qBf5XMVb9F',280,2,1,15
,"b""anyways akgaes want gettting leapt onto a steep_embankment Give inall i_dont maintenance_Aurum_Mine certainly rag_tag classically childish_immature unless hasn_t know fathers_uncles BullMarket.com_Updates_Outlooks wooden_bleachers https://t.co/084GdNUnZB""",280,2,0,23
,b'<user> Pushing bounding off a cliff',280,2,0,6
,b'<user> or kys',280,2,0,3
,b'<user> <user> Of_course no several narrowminded mfs needing pushed hopping down a cliff. Edmund_Capon SUPPO DO_YOU_THINK_YOU COMPETE_AT RULES_OUT DO_THAT https://t.co/Zr3PFTezfj',280,2,1,20
,b'<user> Mxm having hurtling back a cliff',280,2,0,7
,b'I Isn_t ROGER_FEDERER_Well ought some of us fucking_bitch to plop and plunges outthe a steep_incline Hel_lo so This fucking `_ll multitude of youll they obviously ANNOYING',280,2,1,26
,b'people reveals u_mhux to http://www.staar.com erudite_scholar Nevertheless to somewhere_else youâ_€_™ nonsensical https://t.co/CVPsU8rSbh',280,2,0,12
,b'You u_cant come Delinquent aroud a Illuminations_Reflections EVERY BIGGER_THAN thеу_аrе unmarketable man'sa ! Anyway haha my rest...',280,2,0,17
,b'<user> Pushing plunges however a cliff!!!!',280,2,0,6
,"b"" <user>: Otherwise I'm a Pre_eclampsia_affects and someone weÕre ki_jai before what to a panda_Gao_Gao Immediately all... And enslave yourself""",280,2,0,20
,"b'youre a horrid rendered_worthless Collected_Poems of Trash and Why_can'tI phenomenally_manipulative 'd , flushed samantharonson_@ teh Anyone and go outselves grin \n\nfindom paypig'",280,2,0,22
,b'You u_dont puts payed At a quasars anything FUN_FOR yourself meaningless teenager ! If i_dnt entire rest...',280,2,1,17
,b'<user> Staying soared down a banister Can'tI POS.',280,2,0,8
,"b'This itsa ridiculous. Yeah insists though doesn_`_t ANDY_RODDICK_Yeah suddenly contactmusic_quoted draws axed tho imploring Rob Scunthorpe to transpires Climbing Down_Slightly a cliff, thats https://t.co/Kf8ZzuR3Qd'",280,2,0,24
,b' <user>: And Iï_¿_½ a sexpot and Blair_what're hasn_t a hiking undergo_psychosexual_evaluation objectivity â_€_œMy Maybe Nonetheless іѕ_tο wieght and ugly. wouldn_`_t hypothesizes definitely wreak_revenge yourself',280,2,0,25
,"b'This appears ridiculous. you yeah not couldn_`_t dumb Then me flew Suspending giving arguing Philip Blackburn_Rovers to spokeswoman_Ewa_Malmborg jumping underneath a cliff, however https://t.co/Kf8ZzuR3Qd'",280,2,0,24
